id;Genero;Edad;Pasajero_frecuente;Tipo_viaje;Clase;Distancia_volada;Comodidad;Servicio_a_bordo;Demora_despegue;Satisfaccion
125182;M;61;SI;Negocios;Business;651;5;5;0;satisfecho
43023;F;71;SI;Negocios;Eco;192;1;1;0;neutral o insatisfecho
48638;M;60;SI;Negocios;Business;3128;5;5;19;satisfecho
13554;F;29;NO;Negocios;Eco;106;5;3;0;neutral o insatisfecho
95106;F;66;SI;Vacaciones;Eco;496;2;4;148;neutral o insatisfecho
43875;F;31;SI;Negocios;Business;199;5;1;0;satisfecho
35272;F;36;SI;Negocios;Business;3862;2;5;0;satisfecho
120138;F;36;SI;Negocios;Business;1475;5;5;23;satisfecho
64190;M;46;SI;Negocios;Business;453;3;2;16;neutral o insatisfecho
80025;F;47;SI;Vacaciones;Eco;1076;4;5;0;neutral o insatisfecho
116013;F;45;SI;Vacaciones;Eco;337;2;4;4;neutral o insatisfecho
109268;M;55;SI;Vacaciones;Eco Plus;616;2;3;0;neutral o insatisfecho
47690;F;62;SI;Vacaciones;Eco;715;4;1;0;neutral o insatisfecho
115908;M;48;SI;Negocios;Eco;296;4;5;0;satisfecho
46374;M;45;SI;Negocios;Eco;1081;4;3;0;satisfecho
125369;F;54;SI;Vacaciones;Eco;599;2;4;0;neutral o insatisfecho
89992;F;44;SI;Negocios;Business;1084;4;4;0;satisfecho
111767;F;43;SI;Negocios;Business;1620;2;1;39;neutral o insatisfecho
26407;M;44;SI;Negocios;Eco Plus;957;5;1;3;satisfecho
83965;M;55;SI;Negocios;Business;2145;5;1;1;satisfecho
102553;F;68;SI;Vacaciones;Eco;223;5;5;18;neutral o insatisfecho
116818;M;49;SI;Negocios;Business;646;5;4;4;satisfecho
7851;M;40;SI;Negocios;Eco;1005;2;2;10;neutral o insatisfecho
109217;M;30;SI;Negocios;Eco;616;5;3;0;satisfecho
68685;M;36;NO;Negocios;Eco;237;1;4;0;neutral o insatisfecho
56987;F;37;SI;Vacaciones;Eco;2565;3;3;0;neutral o insatisfecho
111318;M;33;SI;Negocios;Business;283;4;1;19;neutral o insatisfecho
113507;M;75;SI;Negocios;Business;2576;3;4;5;neutral o insatisfecho
99140;F;55;SI;Negocios;Business;1565;4;4;3;satisfecho
9599;F;23;SI;Vacaciones;Eco;229;1;5;3;neutral o insatisfecho
70278;M;45;SI;Negocios;Business;852;5;4;0;satisfecho
60074;M;25;SI;Negocios;Business;1012;3;3;4;satisfecho
57424;F;20;NO;Negocios;Business;533;4;3;21;satisfecho
5857;M;31;SI;Vacaciones;Eco;1020;4;3;0;satisfecho
102121;F;20;NO;Negocios;Business;236;1;4;6;satisfecho
128585;M;47;SI;Negocios;Business;2552;4;2;0;satisfecho
54064;M;30;SI;Negocios;Business;1416;5;1;0;satisfecho
128057;F;55;SI;Vacaciones;Eco Plus;735;1;2;6;neutral o insatisfecho
123990;M;58;SI;Negocios;Business;184;4;5;0;satisfecho
57134;F;29;SI;Vacaciones;Eco;1222;3;1;3;neutral o insatisfecho
97323;F;47;SI;Negocios;Business;843;5;4;0;satisfecho
89320;F;60;SI;Negocios;Business;1587;4;4;0;satisfecho
112136;F;35;NO;Negocios;Business;895;5;5;0;neutral o insatisfecho
52258;M;30;SI;Negocios;Business;370;4;3;0;satisfecho
19215;F;55;SI;Negocios;Business;459;1;5;118;neutral o insatisfecho
111597;F;29;NO;Negocios;Business;883;1;3;4;satisfecho
78970;M;24;NO;Negocios;Eco;226;3;3;0;neutral o insatisfecho
52289;F;40;NO;Negocios;Business;370;4;4;0;neutral o insatisfecho
95287;F;66;SI;Vacaciones;Eco;562;4;5;88;neutral o insatisfecho
109761;M;56;SI;Negocios;Business;2345;5;5;77;satisfecho
33890;M;31;SI;Negocios;Business;1226;3;3;127;neutral o insatisfecho
36230;M;43;SI;Vacaciones;Eco;280;1;5;0;neutral o insatisfecho
46925;M;43;SI;Negocios;Business;2941;1;5;41;satisfecho
16484;M;71;SI;Negocios;Business;3230;5;4;0;satisfecho
77799;F;52;SI;Vacaciones;Eco;731;4;4;0;neutral o insatisfecho
26395;M;50;SI;Negocios;Eco;957;1;3;0;neutral o insatisfecho
86397;F;57;SI;Negocios;Eco;762;3;1;0;neutral o insatisfecho
47880;F;37;SI;Negocios;Business;2930;3;1;0;neutral o insatisfecho
46599;M;24;NO;Negocios;Eco;141;4;3;2;neutral o insatisfecho
127831;M;38;SI;Vacaciones;Eco;1044;3;4;0;neutral o insatisfecho
101159;M;65;SI;Negocios;Business;1235;3;2;10;neutral o insatisfecho
90263;M;26;NO;Negocios;Business;932;3;5;40;neutral o insatisfecho
83454;F;46;SI;Negocios;Business;2389;4;3;93;satisfecho
70754;F;38;SI;Negocios;Business;2427;5;4;1;satisfecho
104968;F;38;SI;Negocios;Business;3934;5;2;0;satisfecho
125943;M;34;SI;Vacaciones;Eco;920;2;3;0;neutral o insatisfecho
99146;F;36;SI;Negocios;Eco Plus;453;1;3;0;neutral o insatisfecho
15986;M;38;NO;Negocios;Eco;780;3;1;0;neutral o insatisfecho
116617;F;47;SI;Negocios;Business;362;4;4;0;satisfecho
84414;F;63;SI;Vacaciones;Eco;591;5;2;0;neutral o insatisfecho
26471;F;51;SI;Vacaciones;Eco;925;2;1;5;neutral o insatisfecho
74779;M;29;NO;Negocios;Business;1171;3;3;0;satisfecho
3335;F;39;SI;Negocios;Business;240;5;5;21;satisfecho
9278;F;56;SI;Negocios;Business;3272;5;5;0;satisfecho
31683;F;22;SI;Negocios;Business;776;3;1;7;neutral o insatisfecho
56409;M;40;SI;Negocios;Business;3250;5;1;0;satisfecho
117468;M;65;SI;Vacaciones;Business;507;4;2;7;satisfecho
85560;F;50;SI;Negocios;Business;2755;4;4;39;satisfecho
87871;M;57;SI;Negocios;Business;3739;5;4;0;satisfecho
16426;M;51;SI;Negocios;Business;3948;5;4;99;satisfecho
61054;M;30;SI;Negocios;Business;1546;4;4;0;satisfecho
10700;M;49;SI;Negocios;Business;247;5;5;0;satisfecho
57755;F;49;SI;Negocios;Business;2704;3;4;35;satisfecho
9645;F;54;SI;Negocios;Business;3091;4;5;0;satisfecho
7173;M;45;SI;Negocios;Business;2933;5;2;0;satisfecho
32527;F;39;SI;Negocios;Business;3062;3;1;0;neutral o insatisfecho
16456;F;29;SI;Vacaciones;Eco;529;4;4;8;neutral o insatisfecho
82810;F;36;SI;Negocios;Business;3841;3;5;0;satisfecho
19385;M;30;NO;Negocios;Eco;844;3;3;19;neutral o insatisfecho
41827;M;57;SI;Vacaciones;Eco;257;1;4;0;neutral o insatisfecho
110963;F;48;SI;Negocios;Business;2745;4;3;7;neutral o insatisfecho
64781;F;27;NO;Negocios;Business;469;5;3;0;neutral o insatisfecho
62546;F;49;SI;Negocios;Business;1846;4;4;91;satisfecho
64811;F;43;SI;Negocios;Business;224;5;4;2;satisfecho
15162;F;39;SI;Negocios;Eco Plus;912;3;1;0;neutral o insatisfecho
50219;M;53;SI;Negocios;Eco;78;3;2;0;neutral o insatisfecho
30152;F;49;SI;Vacaciones;Eco;204;4;1;0;neutral o insatisfecho
119938;F;20;NO;Negocios;Eco;868;4;1;0;neutral o insatisfecho
60394;M;50;SI;Negocios;Eco;1452;4;3;13;satisfecho
81168;M;46;SI;Vacaciones;Eco;196;2;4;0;neutral o insatisfecho
36613;M;29;NO;Negocios;Eco;1220;3;4;0;neutral o insatisfecho
21522;M;38;SI;Vacaciones;Eco;377;3;5;35;neutral o insatisfecho
69860;F;54;SI;Vacaciones;Eco;1055;3;5;0;neutral o insatisfecho
40857;M;30;SI;Vacaciones;Eco;541;4;3;0;neutral o insatisfecho
23282;M;19;NO;Negocios;Eco;809;3;1;0;neutral o insatisfecho
96439;M;49;SI;Negocios;Business;3295;5;4;32;satisfecho
61739;F;35;NO;Negocios;Eco;1346;3;4;0;neutral o insatisfecho
17036;M;22;SI;Vacaciones;Eco Plus;781;3;4;0;neutral o insatisfecho
16824;F;57;SI;Vacaciones;Eco;645;5;4;12;neutral o insatisfecho
22071;F;62;SI;Vacaciones;Eco;304;4;2;0;neutral o insatisfecho
10164;F;52;SI;Negocios;Business;429;5;4;6;satisfecho
96705;F;43;SI;Negocios;Business;813;4;1;0;neutral o insatisfecho
106227;M;63;SI;Vacaciones;Eco;471;5;3;0;neutral o insatisfecho
57752;F;33;SI;Negocios;Business;2704;2;4;0;satisfecho
110888;M;48;SI;Negocios;Business;3932;5;4;5;satisfecho
125759;F;65;SI;Negocios;Business;2943;5;2;0;satisfecho
112006;M;29;SI;Negocios;Business;770;5;4;0;satisfecho
49488;M;39;NO;Negocios;Eco;156;5;3;0;neutral o insatisfecho
48085;F;43;SI;Negocios;Business;2564;2;5;0;satisfecho
65937;M;23;SI;Negocios;Business;3718;4;3;0;satisfecho
13999;M;46;SI;Negocios;Eco;160;4;1;0;neutral o insatisfecho
45274;F;21;SI;Vacaciones;Business;222;1;1;12;neutral o insatisfecho
70487;F;25;NO;Negocios;Eco;867;4;4;2;neutral o insatisfecho
18729;F;48;SI;Negocios;Business;917;3;4;0;satisfecho
87432;M;69;SI;Vacaciones;Eco Plus;425;3;5;0;neutral o insatisfecho
2049;M;42;NO;Negocios;Business;785;4;3;15;neutral o insatisfecho
52715;F;30;SI;Negocios;Eco Plus;1162;5;5;30;satisfecho
70235;M;34;SI;Negocios;Eco Plus;1068;5;2;4;satisfecho
66604;F;20;SI;Vacaciones;Eco;761;2;3;0;neutral o insatisfecho
2082;F;40;SI;Vacaciones;Eco;812;5;2;0;neutral o insatisfecho
63115;M;47;SI;Negocios;Business;2756;4;4;0;satisfecho
105292;F;41;SI;Negocios;Business;2097;4;4;29;satisfecho
36151;M;65;SI;Vacaciones;Eco;818;3;3;0;neutral o insatisfecho
110508;M;37;NO;Negocios;Eco Plus;442;5;1;0;neutral o insatisfecho
4579;F;51;SI;Negocios;Business;1917;5;5;0;satisfecho
118164;F;21;NO;Negocios;Eco;1165;2;3;2;satisfecho
1166;F;31;SI;Vacaciones;Eco;89;3;3;1;satisfecho
19227;M;44;SI;Vacaciones;Eco;459;3;3;0;satisfecho
97080;F;24;NO;Negocios;Business;1476;3;3;13;satisfecho
83595;F;38;SI;Negocios;Business;3758;5;5;29;satisfecho
87022;F;31;SI;Negocios;Business;2240;5;5;0;satisfecho
62560;F;31;NO;Negocios;Business;1846;1;4;0;neutral o insatisfecho
33026;F;27;SI;Vacaciones;Eco;101;3;5;0;neutral o insatisfecho
300;F;24;NO;Negocios;Business;590;3;3;0;satisfecho
109460;F;40;SI;Negocios;Business;1514;4;3;0;satisfecho
84009;M;64;SI;Vacaciones;Eco;373;2;4;0;neutral o insatisfecho
66571;M;23;NO;Negocios;Eco;624;3;5;0;neutral o insatisfecho
10538;M;60;SI;Negocios;Business;3786;4;4;0;satisfecho
71948;F;43;SI;Negocios;Business;1437;4;5;0;satisfecho
116745;F;39;SI;Vacaciones;Eco Plus;308;5;1;10;neutral o insatisfecho
79274;M;26;SI;Vacaciones;Eco;2454;5;4;0;neutral o insatisfecho
66103;F;56;SI;Negocios;Business;2607;4;5;0;satisfecho
8576;F;26;NO;Negocios;Eco;109;4;2;0;neutral o insatisfecho
5834;M;56;SI;Negocios;Business;177;5;4;1;satisfecho
33756;M;31;SI;Negocios;Business;266;3;4;0;satisfecho
75813;F;48;SI;Vacaciones;Eco Plus;813;4;3;9;neutral o insatisfecho
22447;M;35;SI;Vacaciones;Eco;143;3;4;0;neutral o insatisfecho
94663;M;34;SI;Negocios;Business;3849;3;1;2;neutral o insatisfecho
85843;F;37;SI;Vacaciones;Eco;666;5;4;0;neutral o insatisfecho
123101;M;50;SI;Negocios;Eco;650;2;2;11;neutral o insatisfecho
90630;F;25;SI;Negocios;Business;581;1;3;1;neutral o insatisfecho
32786;F;20;NO;Negocios;Eco;101;2;5;0;neutral o insatisfecho
48347;F;57;SI;Negocios;Eco;522;2;4;0;satisfecho
119853;F;34;SI;Negocios;Business;3937;1;5;0;satisfecho
32699;M;38;SI;Negocios;Eco;216;3;4;0;neutral o insatisfecho
23357;F;53;SI;Vacaciones;Eco Plus;563;4;4;0;satisfecho
67301;M;53;SI;Negocios;Business;964;5;4;0;satisfecho
55775;F;30;SI;Negocios;Eco;646;3;4;0;neutral o insatisfecho
79368;F;45;SI;Negocios;Business;502;5;5;0;satisfecho
95231;F;70;SI;Vacaciones;Eco;528;4;1;0;neutral o insatisfecho
95472;M;58;SI;Negocios;Business;2059;5;5;0;satisfecho
51262;F;34;SI;Negocios;Eco Plus;110;5;2;28;satisfecho
114707;F;41;SI;Negocios;Business;446;5;4;4;satisfecho
87399;F;60;SI;Vacaciones;Eco;425;5;4;0;neutral o insatisfecho
23194;F;37;SI;Negocios;Eco Plus;250;5;1;0;satisfecho
79143;F;41;SI;Vacaciones;Eco Plus;226;4;2;52;neutral o insatisfecho
100140;F;41;SI;Negocios;Business;523;5;4;0;satisfecho
29613;F;31;SI;Negocios;Business;1448;3;4;32;neutral o insatisfecho
34913;F;39;SI;Negocios;Eco;187;5;3;0;satisfecho
128230;F;62;SI;Vacaciones;Eco;602;2;4;0;neutral o insatisfecho
662;F;48;SI;Negocios;Business;102;4;5;0;satisfecho
107777;F;69;SI;Negocios;Eco Plus;405;3;2;14;neutral o insatisfecho
6770;M;26;NO;Negocios;Business;235;2;5;25;satisfecho
59365;F;24;NO;Negocios;Eco;1407;1;4;5;neutral o insatisfecho
1336;F;23;NO;Negocios;Eco;134;1;4;0;neutral o insatisfecho
44395;F;45;SI;Negocios;Eco;265;1;4;5;satisfecho
3507;F;23;NO;Negocios;Business;968;2;5;26;satisfecho
102145;M;21;NO;Negocios;Eco;488;1;4;0;satisfecho
46470;F;20;NO;Negocios;Eco;73;2;3;0;neutral o insatisfecho
101529;M;44;SI;Vacaciones;Eco;345;3;1;0;neutral o insatisfecho
106863;F;53;SI;Negocios;Business;3044;4;4;0;satisfecho
85353;M;69;SI;Negocios;Eco Plus;696;2;1;0;neutral o insatisfecho
20502;F;25;SI;Vacaciones;Eco;139;5;3;9;neutral o insatisfecho
17778;F;50;SI;Negocios;Eco;1214;4;3;148;satisfecho
126259;F;27;NO;Negocios;Eco;600;2;3;244;neutral o insatisfecho
46226;M;46;SI;Negocios;Eco;594;4;2;55;satisfecho
78778;M;59;SI;Negocios;Business;1730;3;3;0;neutral o insatisfecho
78055;M;47;SI;Vacaciones;Eco;332;2;1;39;neutral o insatisfecho
5662;M;53;SI;Negocios;Business;2072;4;3;9;satisfecho
33689;M;58;SI;Negocios;Business;1533;3;5;0;satisfecho
14444;F;40;SI;Negocios;Business;674;3;5;0;satisfecho
3618;M;39;NO;Negocios;Business;427;4;5;20;neutral o insatisfecho
61459;M;28;SI;Negocios;Business;2419;4;3;8;satisfecho
8539;M;59;SI;Negocios;Business;3418;5;5;0;satisfecho
33502;F;30;SI;Negocios;Business;965;3;1;17;satisfecho
36023;M;31;SI;Negocios;Business;2653;2;3;0;neutral o insatisfecho
38068;M;31;SI;Negocios;Business;2824;5;2;7;satisfecho
62796;F;61;SI;Vacaciones;Eco;2615;3;2;0;neutral o insatisfecho
43141;F;27;SI;Vacaciones;Eco Plus;192;1;3;0;neutral o insatisfecho
56353;M;40;SI;Vacaciones;Eco;200;1;3;0;neutral o insatisfecho
102136;F;40;SI;Negocios;Business;1788;4;5;84;satisfecho
124687;F;45;SI;Negocios;Business;1750;3;2;0;neutral o insatisfecho
18516;F;26;SI;Negocios;Eco;190;2;1;0;satisfecho
68210;M;47;SI;Negocios;Business;3421;5;4;0;satisfecho
51060;F;20;SI;Vacaciones;Eco;158;3;4;67;neutral o insatisfecho
90307;M;62;SI;Vacaciones;Eco;879;1;3;0;neutral o insatisfecho
88939;M;35;SI;Negocios;Business;1697;5;4;12;satisfecho
124935;F;56;SI;Vacaciones;Eco;728;3;4;118;neutral o insatisfecho
42136;M;43;SI;Negocios;Business;2115;4;3;0;satisfecho
118515;M;39;SI;Negocios;Business;370;5;5;40;satisfecho
22316;F;33;SI;Negocios;Eco;238;5;2;0;satisfecho
5522;M;26;NO;Negocios;Business;404;2;5;0;satisfecho
20086;F;35;NO;Negocios;Eco;843;5;3;0;neutral o insatisfecho
105226;M;41;NO;Negocios;Business;377;1;5;17;neutral o insatisfecho
32334;F;53;SI;Negocios;Business;3210;5;4;18;satisfecho
69807;F;55;SI;Negocios;Business;3787;5;4;4;satisfecho
24883;F;49;SI;Negocios;Business;397;4;5;22;satisfecho
18797;M;44;SI;Negocios;Business;3933;3;5;0;satisfecho
1686;M;57;SI;Negocios;Business;2544;5;4;0;satisfecho
69777;F;25;SI;Negocios;Business;2454;5;3;103;satisfecho
72915;M;47;SI;Negocios;Business;1089;5;5;0;satisfecho
37152;M;46;NO;Negocios;Business;1189;3;3;0;neutral o insatisfecho
83506;F;58;SI;Vacaciones;Eco;946;3;1;0;neutral o insatisfecho
120872;M;57;SI;Negocios;Business;2639;4;4;0;satisfecho
76734;M;44;SI;Vacaciones;Eco Plus;534;3;3;8;neutral o insatisfecho
4851;M;61;NO;Negocios;Business;408;4;3;0;satisfecho
24370;F;42;SI;Negocios;Eco;669;5;4;1;satisfecho
72043;M;30;SI;Negocios;Business;2556;4;5;25;satisfecho
36911;F;50;SI;Negocios;Business;2001;2;4;27;satisfecho
49675;M;55;SI;Negocios;Business;373;4;4;9;satisfecho
84268;M;52;SI;Negocios;Business;3362;4;1;0;satisfecho
113374;M;55;SI;Negocios;Business;226;4;5;45;satisfecho
123708;M;25;SI;Vacaciones;Eco;214;1;5;0;neutral o insatisfecho
11664;F;23;NO;Negocios;Eco;1117;2;5;26;neutral o insatisfecho
108412;F;27;NO;Negocios;Business;1444;4;3;83;satisfecho
120848;M;57;SI;Negocios;Business;992;4;2;13;neutral o insatisfecho
91403;F;19;SI;Vacaciones;Eco;2218;4;3;0;satisfecho
50238;M;70;SI;Negocios;Business;1721;2;2;35;neutral o insatisfecho
103551;F;34;SI;Vacaciones;Eco;738;3;4;58;neutral o insatisfecho
60687;M;33;SI;Vacaciones;Business;1605;2;3;92;neutral o insatisfecho
128409;F;30;NO;Negocios;Eco;647;1;3;9;neutral o insatisfecho
107387;M;35;SI;Negocios;Business;717;4;2;36;satisfecho
27986;F;66;SI;Vacaciones;Eco;2350;3;2;0;neutral o insatisfecho
104383;M;28;SI;Vacaciones;Eco;228;1;5;37;neutral o insatisfecho
100168;F;55;SI;Vacaciones;Eco;725;3;3;40;neutral o insatisfecho
63015;F;30;NO;Negocios;Eco;948;5;2;0;neutral o insatisfecho
75610;M;25;SI;Vacaciones;Eco;337;3;5;0;neutral o insatisfecho
96386;F;59;SI;Negocios;Business;1407;3;3;0;neutral o insatisfecho
19257;F;38;SI;Negocios;Business;802;3;2;12;satisfecho
56053;M;64;SI;Negocios;Eco;975;3;2;40;neutral o insatisfecho
80652;F;24;NO;Negocios;Eco;821;4;5;0;neutral o insatisfecho
126260;F;37;NO;Negocios;Eco;200;1;2;40;neutral o insatisfecho
19896;F;26;SI;Negocios;Business;315;5;4;0;satisfecho
126961;M;33;SI;Negocios;Business;2820;5;5;0;satisfecho
113638;F;37;SI;Vacaciones;Eco;236;1;3;18;neutral o insatisfecho
84982;M;52;SI;Negocios;Business;1590;4;4;15;satisfecho
32694;F;85;SI;Negocios;Business;101;3;3;0;neutral o insatisfecho
16646;M;34;SI;Negocios;Business;488;3;3;0;neutral o insatisfecho
116826;M;45;SI;Negocios;Business;1789;5;5;6;satisfecho
18115;F;18;NO;Negocios;Eco;629;3;2;0;neutral o insatisfecho
19873;F;45;NO;Negocios;Business;315;3;4;0;satisfecho
44592;M;58;SI;Vacaciones;Eco;157;1;3;10;neutral o insatisfecho
30147;F;61;SI;Vacaciones;Eco;95;3;2;0;neutral o insatisfecho
24678;M;41;SI;Negocios;Business;3169;1;4;0;satisfecho
117196;M;20;SI;Vacaciones;Eco;647;4;1;19;neutral o insatisfecho
70085;M;54;SI;Negocios;Business;2931;4;4;0;satisfecho
124956;F;58;SI;Negocios;Business;2564;5;5;0;satisfecho
23111;M;24;SI;Negocios;Eco;300;1;4;0;neutral o insatisfecho
107111;F;51;SI;Negocios;Eco;842;3;2;2;neutral o insatisfecho
106785;M;64;SI;Vacaciones;Eco Plus;837;4;4;15;neutral o insatisfecho
13417;M;30;NO;Negocios;Eco;409;5;4;19;neutral o insatisfecho
77474;F;26;SI;Vacaciones;Eco;507;3;3;2;neutral o insatisfecho
124036;M;18;SI;Vacaciones;Eco;184;3;3;0;neutral o insatisfecho
29738;M;60;SI;Negocios;Business;123;5;5;0;satisfecho
114691;M;60;SI;Negocios;Business;308;5;5;51;satisfecho
27771;F;20;NO;Negocios;Eco;1284;4;1;7;neutral o insatisfecho
128195;F;63;SI;Vacaciones;Eco Plus;1972;4;1;0;neutral o insatisfecho
88159;F;55;SI;Negocios;Business;2011;5;4;0;satisfecho
73155;F;49;SI;Vacaciones;Eco;1501;4;1;4;neutral o insatisfecho
111262;M;51;SI;Negocios;Business;459;4;5;0;satisfecho
57714;F;39;SI;Negocios;Business;2178;5;4;31;satisfecho
111806;F;51;SI;Negocios;Business;3034;5;5;70;satisfecho
114885;M;22;SI;Negocios;Business;2865;3;3;10;neutral o insatisfecho
126016;M;55;SI;Negocios;Business;3626;5;5;0;satisfecho
269;F;55;SI;Negocios;Business;802;4;5;165;satisfecho
48943;F;38;SI;Negocios;Business;2290;3;5;0;satisfecho
91220;M;64;SI;Vacaciones;Eco;444;3;1;0;neutral o insatisfecho
107206;M;63;SI;Vacaciones;Eco;402;3;5;2;neutral o insatisfecho
39900;F;36;NO;Negocios;Eco Plus;221;3;1;0;neutral o insatisfecho
128322;M;33;NO;Negocios;Business;370;3;5;0;neutral o insatisfecho
68181;M;22;SI;Vacaciones;Eco;597;4;4;0;neutral o insatisfecho
99980;M;43;SI;Negocios;Business;2597;3;2;2;neutral o insatisfecho
89937;F;63;SI;Vacaciones;Eco;1306;4;3;0;neutral o insatisfecho
120419;M;54;SI;Negocios;Business;3002;4;4;0;satisfecho
29726;F;47;SI;Vacaciones;Eco;2777;2;1;0;neutral o insatisfecho
12391;M;36;NO;Negocios;Eco;253;2;4;41;neutral o insatisfecho
38664;F;20;SI;Vacaciones;Eco;2611;3;4;0;neutral o insatisfecho
35254;M;57;SI;Negocios;Business;944;4;4;4;satisfecho
83771;M;59;SI;Vacaciones;Eco;926;2;4;0;neutral o insatisfecho
83178;F;23;SI;Negocios;Business;549;4;3;0;satisfecho
99874;F;59;SI;Negocios;Business;1436;5;5;14;satisfecho
20492;M;37;SI;Negocios;Business;1856;4;2;91;neutral o insatisfecho
56058;M;20;SI;Vacaciones;Eco;2475;4;3;0;neutral o insatisfecho
62479;M;44;SI;Negocios;Business;1846;4;5;0;satisfecho
67460;M;22;SI;Vacaciones;Eco;641;2;4;0;neutral o insatisfecho
34677;M;30;SI;Negocios;Business;2525;4;5;14;satisfecho
64308;M;48;SI;Negocios;Business;2968;3;1;0;neutral o insatisfecho
127782;F;53;SI;Negocios;Business;1037;2;2;0;neutral o insatisfecho
37577;F;75;SI;Negocios;Eco;635;4;3;21;neutral o insatisfecho
11279;M;69;SI;Vacaciones;Eco;312;2;3;11;neutral o insatisfecho
16300;F;56;SI;Vacaciones;Eco Plus;748;5;5;2;neutral o insatisfecho
23347;M;54;SI;Negocios;Eco Plus;809;5;5;9;satisfecho
87058;M;24;SI;Negocios;Business;2271;5;4;197;satisfecho
39840;M;57;NO;Negocios;Business;272;5;4;0;satisfecho
69877;M;56;SI;Negocios;Business;2248;5;4;0;satisfecho
34635;F;34;NO;Negocios;Eco;541;4;1;0;neutral o insatisfecho
24402;M;70;SI;Vacaciones;Business;634;4;2;0;neutral o insatisfecho
47683;F;24;SI;Vacaciones;Eco;715;3;4;0;neutral o insatisfecho
6138;M;56;SI;Negocios;Business;3342;5;5;0;satisfecho
60819;M;33;SI;Vacaciones;Eco;524;4;5;0;neutral o insatisfecho
66589;M;58;SI;Negocios;Business;761;3;4;0;neutral o insatisfecho
44666;M;56;SI;Negocios;Eco;173;3;4;0;satisfecho
88255;M;30;SI;Negocios;Business;594;4;5;8;satisfecho
68667;M;24;NO;Negocios;Eco;175;4;3;0;neutral o insatisfecho
42613;F;22;NO;Negocios;Eco;223;3;2;0;neutral o insatisfecho
59694;F;32;SI;Vacaciones;Eco;787;1;3;121;neutral o insatisfecho
95969;F;60;SI;Negocios;Business;3204;4;4;0;satisfecho
95952;F;27;NO;Negocios;Business;1235;3;4;0;neutral o insatisfecho
81199;M;20;SI;Negocios;Business;1426;5;4;6;satisfecho
100038;F;39;NO;Negocios;Eco;277;1;1;0;neutral o insatisfecho
95221;M;41;SI;Vacaciones;Eco;187;5;4;14;neutral o insatisfecho
40484;F;65;SI;Vacaciones;Eco;175;5;1;62;neutral o insatisfecho
111802;M;37;NO;Negocios;Business;349;3;1;108;neutral o insatisfecho
19810;F;27;SI;Negocios;Business;3322;4;1;54;satisfecho
28608;F;34;SI;Negocios;Business;2541;2;5;0;satisfecho
11809;M;68;SI;Vacaciones;Eco Plus;429;1;1;4;neutral o insatisfecho
58320;M;29;SI;Negocios;Eco;1739;1;1;3;neutral o insatisfecho
108029;F;46;SI;Negocios;Business;3345;4;3;0;satisfecho
41771;M;18;SI;Vacaciones;Eco;872;3;3;0;neutral o insatisfecho
123324;F;44;SI;Negocios;Business;3822;4;4;0;neutral o insatisfecho
64553;F;25;NO;Negocios;Business;190;2;5;0;neutral o insatisfecho
83955;F;38;SI;Negocios;Business;2949;5;5;0;satisfecho
10583;M;30;SI;Negocios;Business;2175;5;5;0;satisfecho
2437;F;37;SI;Vacaciones;Eco;641;2;3;0;neutral o insatisfecho
16007;F;25;SI;Negocios;Business;780;2;2;115;neutral o insatisfecho
16579;M;76;SI;Negocios;Business;2441;4;5;0;satisfecho
120801;F;30;NO;Negocios;Eco;666;5;1;1;neutral o insatisfecho
47856;F;53;SI;Negocios;Business;838;4;4;0;satisfecho
10985;M;36;SI;Negocios;Business;74;3;2;55;neutral o insatisfecho
72623;F;18;SI;Vacaciones;Eco;918;1;3;0;neutral o insatisfecho
28649;F;33;SI;Vacaciones;Eco;2541;4;4;17;neutral o insatisfecho
78188;M;49;SI;Negocios;Business;3833;4;4;0;satisfecho
53724;M;49;SI;Vacaciones;Eco;1297;5;3;11;neutral o insatisfecho
98946;F;44;SI;Negocios;Business;569;5;5;0;satisfecho
54707;F;57;SI;Negocios;Business;2201;5;4;10;satisfecho
12138;M;34;SI;Negocios;Business;2579;3;1;0;neutral o insatisfecho
71883;M;28;SI;Vacaciones;Eco;1744;4;3;87;neutral o insatisfecho
112327;M;42;SI;Negocios;Business;1760;4;3;43;neutral o insatisfecho
79622;M;34;NO;Negocios;Eco;762;4;1;0;neutral o insatisfecho
126986;F;25;SI;Negocios;Business;651;2;5;0;satisfecho
55015;M;38;SI;Negocios;Business;2272;5;4;26;satisfecho
61919;M;27;SI;Negocios;Business;3363;4;5;0;satisfecho
117501;M;38;SI;Vacaciones;Eco;507;1;2;0;neutral o insatisfecho
102480;F;46;SI;Vacaciones;Eco;397;5;5;175;neutral o insatisfecho
33666;F;62;SI;Negocios;Eco Plus;399;3;3;0;neutral o insatisfecho
52189;M;40;NO;Negocios;Eco;261;5;4;0;neutral o insatisfecho
30939;F;24;NO;Negocios;Eco;1024;1;2;22;neutral o insatisfecho
18050;F;34;NO;Negocios;Eco;488;5;2;0;neutral o insatisfecho
72112;F;76;SI;Negocios;Business;2014;3;1;0;neutral o insatisfecho
116825;M;45;SI;Negocios;Business;647;4;2;0;satisfecho
128969;M;50;SI;Vacaciones;Eco;414;1;3;0;neutral o insatisfecho
100661;F;54;SI;Negocios;Business;889;5;5;3;satisfecho
38757;F;27;NO;Negocios;Eco;354;3;5;0;neutral o insatisfecho
